Table 1.12. National Income by Type of Income
Table 1.12. National Income by Type of Income
"Last Revised on: August 29, 2024 - Next Release Date September 26, 2024"
Line,,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
33,"            Capital consumption adjustment",-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.3,-0.4,-0.4,-0.4,-0.5,-0.6,-0.5,-0.5,-0.4,-0.5,-0.6,-0.6,-0.6,-0.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.6,-0.6,-0.7,-0.8,-0.9,-1.1,-1.2,-1.3,-1.8,-2.6,-2.9,-3.3,-3.8,-4.5,-5.6,-6.6,-7.1,-7.0,-6.7,-6.2,-6.1,-5.9,-5.7,-5.7,-5.7,-5.7,-5.6,-5.5,-5.4,-5.4,-5.3,-5.0,-4.8,-4.7,-4.6,-4.6,-4.5,-4.5,-4.8,-5.4,-5.8,-6.1,-6.5,-6.3,-5.8,-5.9,-5.8,-5.8,-6.0,-5.9,-5.8,-6.0,-6.2,-6.5,-6.6,-7.7,-10.8,-11.6
34,"        Nonfarm",8.4,7.0,5.3,3.3,3.0,4.4,5.2,6.4,6.9,6.6,7.1,8.2,10.6,13.7,16.7,17.9,19.0,21.5,20.2,22.6,22.7,24.6,27.3,28.7,29.8,30.5,33.6,35.2,37.2,37.7,40.3,39.9,42.0,44.0,45.4,49.4,51.6,54.9,57.8,62.2,64.2,64.9,70.5,78.1,83.4,88.7,96.2,113.8,128.5,146.1,157.3,159.9,160.7,157.9,180.1,207.3,220.1,233.7,257.6,298.7,308.1,321.0,327.4,365.4,396.6,422.0,459.2,506.4,551.6,611.7,668.3,722.4,798.9,849.8,860.4,910.5,931.2,1016.6,953.9,920.8,910.5,1069.8,1164.4,1238.9,1264.2,1301.5,1292.3,1313.2,1387.6,1463.2,1522.1,1539.4,1676.8,1709.1,1794.1
35,"            Proprietors' income (without IVA and CCAdj)",9.0,7.0,5.3,3.5,4.0,4.9,5.7,6.9,7.4,6.8,7.7,8.7,11.7,14.5,17.2,18.3,19.4,23.5,22.0,23.3,22.3,25.8,27.8,28.6,30.0,30.5,33.8,35.6,37.5,37.9,40.5,40.1,42.2,44.2,45.5,49.4,52.1,55.6,58.6,63.0,65.0,65.9,71.8,79.0,85.5,92.8,98.9,116.2,130.7,148.3,159.1,161.7,157.2,154.4,167.8,185.3,189.1,197.9,228.1,270.4,280.2,303.7,313.0,349.7,381.3,411.7,449.5,490.5,526.0,579.5,627.7,674.0,728.2,761.9,767.7,814.9,870.5,948.6,881.2,785.6,774.8,930.5,977.7,1077.9,1071.9,1097.3,1059.3,1066.2,1088.1,1109.8,1148.1,1134.7,1306.0,1343.5,1446.2
36,"            Inventory valuation adjustment",0.1,0.8,0.6,0.3,-0.5,-0.1,-0.1,-0.1,0.0,0.2,-0.2,0.0,-0.6,-0.4,-0.2,-0.1,-0.1,-1.7,-1.5,-0.4,0.5,-1.1,-0.3,0.2,-0.2,0.0,-0.2,-0.5,-0.3,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.2,-0.2,-0.4,-0.5,-0.5,-0.6,-0.7,-1.9,-3.4,-1.1,-1.1,-1.1,-1.9,-2.6,-2.9,-1.3,-0.5,-0.5,-0.4,-0.2,0.0,-0.8,-1.2,-1.3,-1.1,-0.1,-0.5,-0.4,-0.7,-1.5,-0.4,1.0,1.3,-0.9,-1.7,1.0,0.8,-1.9,-4.5,-4.0,-3.6,-6.1,-5.5,0.6,-7.0,-9.7,-1.7,1.7,1.0,9.6,0.7,-7.2,-8.1,-0.4,-3.1,-43.1,-16.8,6.4
37,"            Capital consumption adjustment",-0.8,-0.8,-0.7,-0.5,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.4,-0.4,-0.5,-0.5,-0.4,-0.4,-0.3,-0.3,-0.3,-0.3,-0.1,-0.1,-0.2,-0.1,0.0,0.0,0.0,0.1,0.0,-0.1,-0.2,-0.2,-0.3,-0.1,0.0,0.0,-0.3,-0.5,-0.5,-0.4,-0.4,-0.5,-0.8,-0.2,-0.2,-0.7,-1.5,-1.4,-1.0,-0.4,0.8,1.1,4.7,4.0,12.8,22.4,31.2,35.8,30.3,29.5,29.2,18.4,14.5,16.2,15.7,11.0,11.1,16.4,24.6,30.9,41.5,50.1,69.7,87.1,94.6,100.2,64.7,71.5,78.7,140.7,135.1,146.3,196.5,162.8,190.6,203.2,223.4,246.2,306.8,361.6,374.3,407.8,414.0,382.4,341.5
38,"    Rental income of persons with CCAdj",6.1,5.4,4.4,3.6,2.9,2.5,2.6,2.7,3.0,3.5,3.7,3.8,4.4,5.5,6.0,6.3,6.6,6.9,6.9,7.5,7.8,8.8,9.7,10.8,12.0,13.1,13.4,13.7,14.1,14.8,15.6,16.5,17.2,18.0,18.7,18.8,19.3,19.9,20.3,20.1,20.3,20.7,21.8,22.7,23.1,23.2,22.3,20.3,15.9,16.5,16.1,19.0,23.8,23.8,24.4,24.7,26.2,18.3,16.6,22.5,21.5,28.2,38.6,60.6,90.1,113.7,124.9,142.5,147.1,165.2,178.5,183.5,202.4,208.4,227.1,242.8,221.1,181.1,186.3,290.3,347.6,433.7,506.5,534.5,578.7,598.5,601.4,618.7,642.0,671.5,684.5,756.1,814.2,878.3,967.3
39,"        Rental income of persons (without CCAdj)",6.2,5.5,4.5,3.6,2.9,2.6,2.6,2.7,3.1,3.6,3.8,4.0,4.6,5.6,6.3,6.6,6.9,7.3,7.4,8.0,8.3,9.3,10.3,11.4,12.6,13.7,14.0,14.3,14.7,15.4,16.2,17.0,17.7,18.6,19.2,19.3,19.9,20.5,21.0,20.9,21.3,21.7,23.0,24.1,24.8,25.2,24.7,23.0,19.1,20.4,20.7,24.3,29.7,30.1,30.8,31.1,32.8,25.2,23.9,30.0,29.3,36.0,46.4,68.4,98.3,122.2,133.7,151.5,156.3,174.7,188.5,194.2,213.9,220.2,239.7,256.8,236.8,198.3,203.5,306.5,362.2,447.7,520.5,548.6,594.2,615.7,619.1,637.3,661.9,693.4,707.1,779.7,842.7,913.7,1003.2
40,"        Capital consumption adjustment",-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.2,-0.2,-0.2,-0.3,-0.3,-0.4,-0.5,-0.6,-0.5,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.6,-0.7,-0.8,-1.0,-1.0,-1.2,-1.4,-1.7,-2.0,-2.4,-2.7,-3.2,-3.9,-4.6,-5.3,-5.9,-6.3,-6.3,-6.5,-6.6,-6.9,-7.3,-7.5,-7.8,-7.9,-7.8,-7.8,-8.2,-8.5,-8.8,-9.0,-9.2,-9.5,-10.0,-10.7,-11.5,-11.8,-12.6,-14.0,-15.7,-17.2,-17.2,-16.3,-14.6,-14.0,-14.0,-14.2,-15.5,-17.2,-17.7,-18.6,-19.8,-21.9,-22.6,-23.5,-28.5,-35.4,-35.8
41,"    Corporate profits with IVA and CCAdj",10.8,7.5,3.0,-0.2,-0.2,2.5,4.0,6.2,7.1,5.0,6.6,9.9,15.7,20.8,24.9,25.0,20.5,18.2,24.2,31.4,29.1,36.1,41.2,39.7,40.3,39.5,50.2,49.6,49.1,43.9,55.5,54.7,55.9,64.0,70.5,77.7,89.3,96.1,93.9,101.7,98.4,86.2,100.6,117.2,133.4,125.7,138.9,174.3,205.8,238.6,249.2,223.1,245.9,227.8,277.9,337.3,353.1,323.6,370.8,416.2,418.7,419.3,448.7,481.3,530.7,634.1,716.7,803.6,889.9,835.2,866.8,826.4,787.2,930.4,1077.1,1320.5,1530.0,1696.1,1595.8,1345.6,1425.7,1774.5,1862.4,2057.7,2081.1,2212.8,2173.1,2144.3,2225.2,2365.2,2470.3,2383.3,2922.8,3208.7,3258.0
42,"        Corporate profits with IVA",11.4,7.8,3.0,-0.3,-0.3,2.6,4.1,6.4,7.6,5.6,7.1,10.4,16.3,21.3,25.1,24.5,19.8,20.3,26.7,34.4,31.9,38.8,44.2,42.3,42.2,40.5,49.7,49.9,49.7,44.8,55.7,53.7,54.2,59.2,64.5,71.0,81.9,88.3,86.1,94.3,90.8,79.7,94.7,109.3,126.6,123.3,144.2,182.1,212.8,246.7,261.2,240.2,250.4,222.7,254.6,293.6,288.3,272.4,319.4,368.0,377.5,392.8,430.4,463.9,508.1,598.6,677.4,755.9,831.1,770.5,793.8,769.6,725.6,815.7,976.1,1248.3,1670.2,1861.7,1770.5,1403.9,1508.3,1831.1,1802.2,2203.9,2234.1,2356.1,2295.5,2245.2,2247.5,2266.6,2376.7,2478.2,2992.1,3426.7,3599.3
43,"            Profits before tax (without IVA and CCAdj)",10.9,4.6,0.6,-1.3,1.8,3.2,4.4,7.1,7.6,4.6,7.8,10.6,18.8,22.5,25.8,24.8,20.4,25.6,32.6,36.5,30.0,43.8,45.4,41.3,43.1,40.8,51.4,52.6,51.2,45.0,56.0,53.9,53.9,59.2,64.4,71.4,83.1,90.4,87.6,97.9,96.7,86.3,99.3,115.9,146.1,161.5,154.8,196.2,228.5,270.4,301.4,282.3,275.0,230.2,262.0,297.6,288.2,265.4,335.6,390.1,393.8,405.7,425.5,466.7,512.1,611.0,695.7,752.8,817.0,754.8,797.7,786.4,717.5,806.9,990.6,1288.6,1706.2,1893.6,1814.2,1438.7,1505.7,1878.7,1870.2,2215.4,2220.2,2354.3,2237.5,2240.0,2295.1,2317.6,2375.0,2494.9,3249.1,3523.0,3559.7
44,"                Taxes on corporate income",1.4,0.8,0.5,0.4,0.5,0.7,1.0,1.4,1.5,1.0,1.4,2.8,7.6,11.4,14.1,12.9,10.7,9.1,11.2,12.3,10.0,17.7,22.3,19.1,19.9,17.3,21.8,21.6,20.9,18.4,22.8,21.9,22.2,23.3,25.5,26.6,29.8,32.2,31.0,37.2,37.0,31.3,34.8,39.1,45.6,47.2,46.3,59.4,68.5,77.9,80.7,75.5,70.3,51.3,66.4,81.5,81.6,91.9,112.7,124.3,124.4,121.8,117.8,131.9,155.0,172.7,194.4,211.4,224.8,221.8,227.4,233.4,170.1,160.7,213.8,278.5,379.7,430.1,391.8,255.9,203.9,272.3,280.8,334.6,362.4,406.9,396.1,376.0,297.2,297.4,297.4,307.5,404.6,542.4,585.2
45,"                Profits after tax (without IVA and CCAdj)",9.5,3.7,0.1,-1.7,1.3,2.5,3.4,5.7,6.1,3.6,6.3,7.8,11.2,11.1,11.8,11.8,9.7,16.5,21.4,24.2,20.0,26.1,23.1,22.2,23.2,23.4,29.7,31.0,30.3,26.6,33.1,32.0,31.7,35.9,38.9,44.9,53.3,58.2,56.6,60.7,59.7,55.0,64.5,76.8,100.5,114.3,108.5,136.8,160.0,192.6,220.6,206.8,204.7,178.9,195.6,216.2,206.6,173.5,222.9,265.9,269.4,283.8,307.7,334.8,357.0,438.4,501.3,541.4,592.3,533.0,570.3,553.0,547.4,646.2,776.8,1010.0,1326.5,1463.5,1422.4,1182.8,1301.7,1606.4,1589.4,1880.8,1857.7,1947.4,1841.4,1863.9,1998.0,2020.1,2077.6,2187.4,2844.5,2980.5,2974.5
46,"                    Net dividends",5.8,5.5,4.1,2.5,2.0,2.6,2.8,4.5,4.7,3.2,3.8,4.0,4.4,4.3,4.4,4.6,4.6,5.6,6.4,7.2,7.4,9.0,8.8,8.9,9.2,9.6,10.7,11.7,12.3,12.1,13.5,14.3,14.6,15.8,17.1,19.8,21.5,22.3,23.4,26.0,27.3,27.8,28.4,30.1,34.2,38.8,38.3,44.9,50.7,57.8,67.0,76.0,83.9,88.5,96.4,102.0,111.7,121.1,119.9,145.5,179.3,193.6,202.1,206.5,221.7,258.6,283.5,323.9,359.9,386.6,375.4,413.1,402.9,427.5,455.0,579.8,579.3,715.8,818.3,841.4,634.7,636.0,788.0,945.3,997.3,1059.9,1128.7,1139.4,1253.9,1319.9,1416.8,1496.7,1814.7,1887.3,1848.8
47,"                    Undistributed profits (without IVA and CCAdj)",3.7,-1.8,-4.0,-4.3,-0.7,-0.1,0.6,1.2,1.5,0.4,2.6,3.8,6.7,6.8,7.3,7.2,5.1,10.9,15.0,17.0,12.6,17.0,14.3,13.3,14.0,13.9,18.9,19.4,18.0,14.5,19.7,17.7,17.1,20.1,21.8,25.1,31.8,35.8,33.2,34.7,32.4,27.2,36.1,46.7,66.3,75.5,70.2,91.9,109.3,134.8,153.6,130.8,120.8,90.4,99.2,114.1,94.9,52.4,103.1,120.4,90.1,90.3,105.5,128.3,135.4,179.8,217.7,217.6,232.3,146.4,195.0,139.9,144.5,218.7,321.8,430.2,747.2,747.6,604.1,341.5,667.0,970.5,801.4,935.5,860.4,887.5,712.7,724.5,744.1,700.2,660.8,690.7,1029.8,1093.3,1125.8
48,"            Inventory valuation adjustment",0.5,3.3,2.4,1.0,-2.1,-0.6,-0.2,-0.7,0.0,1.0,-0.7,-0.2,-2.5,-1.2,-0.8,-0.3,-0.6,-5.3,-5.9,-2.2,1.9,-5.0,-1.2,1.0,-1.0,-0.3,-1.7,-2.7,-1.5,-0.3,-0.3,-0.2,0.3,0.0,0.1,-0.5,-1.2,-2.1,-1.6,-3.7,-5.9,-6.6,-4.6,-6.6,-19.6,-38.2,-10.5,-14.1,-15.7,-23.7,-40.1,-42.1,-24.6,-7.5,-7.4,-4.0,0.0,7.1,-16.2,-22.2,-16.3,-12.9,4.9,-2.8,-4.0,-12.4,-18.3,3.1,14.1,15.7,-4.0,-16.8,8.0,8.9,-14.5,-40.2,-36.0,-31.9,-43.6,-34.8,2.6,-47.6,-68.0,-11.4,13.9,1.8,57.9,5.2,-47.6,-51.0,1.7,-16.7,-257.1,-96.2,39.6
49,"        Capital consumption adjustment",-0.6,-0.3,0.0,0.1,0.1,-0.1,-0.1,-0.1,-0.5,-0.6,-0.5,-0.6,-0.6,-0.5,-0.2,0.5,0.6,-2.1,-2.6,-3.0,-2.8,-2.8,-3.0,-2.6,-1.9,-1.0,0.5,-0.3,-0.5,-0.9,-0.2,1.0,1.8,4.8,6.0,6.8,7.4,7.8,7.8,7.5,7.6,6.5,6.0,7.9,6.8,2.4,-5.4,-7.8,-7.0,-8.1,-12.0,-17.1,-4.5,5.0,23.3,43.6,64.8,51.1,51.4,48.3,41.2,26.6,18.3,17.4,22.6,35.5,39.2,47.7,58.7,64.6,73.0,56.8,61.6,114.6,101.0,72.2,-140.1,-165.6,-174.7,-58.3,-82.6,-56.6,60.2,-146.2,-152.9,-143.3,-122.3,-100.9,-22.3,98.6,93.6,-94.9,-69.3,-218.0,-341.3

Legend/Footnotes
IVA Inventory valuation adjustment
CCAdj Capital consumption adjustment
1. Includes actual employer contributions and actuarially imputed employer contributions to reflect benefits accrued by defined benefit pension plan participants through service to employers in the current period.
"2. Prior to 1959, subsidies (line 20) and the current surplus of government enterprises (line 25) are not shown separately; subsidies are presented net of the current surplus of government enterprises."
