Table 5.1. Saving and Investment by Sector
Table 5.1. Saving and Investment by Sector
"Last Revised on: August 29, 2024 - Next Release Date September 26, 2024"
Line,,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
34,"        State and local",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,-2.1,-2.3,-2.5,-3.0,-3.5,-3.5,-3.8,-3.7,-5.4,-5.9,-5.1,-5.4,-5.6,-5.6,-7.3,-9.0,-10.3,-11.5,-11.9,-14.2,-16.4,-15.5,-14.7,-15.7,-17.5,-18.9,-19.3,-18.2,-18.8,-18.5,-19.3,-20.0,-21.0,-22.3,-23.7,-25.8,-27.8,-29.4,-28.3,-31.4,-35.6,-41.6,-41.7,-40.9,-36.7,-40.5,-46.7,-45.9,-49.8,-55.4,-64.9,-62.6,-63.4,-61.3,-60.1,-57.9,-59.6,-58.1,-56.6,-57.8,-66.3,-64.7,-210.7,-75.8
35,"Net lending or net borrowing (-), NIPAs",0.8,0.7,0.2,0.2,0.2,0.4,-0.1,-0.1,0.2,1.2,1.0,1.5,1.3,-0.1,-2.1,-2.0,-1.3,4.9,9.3,2.4,0.9,-1.8,0.9,0.6,-1.3,0.2,0.4,2.7,4.7,0.8,-1.3,3.2,4.2,3.8,4.9,7.5,6.2,3.8,3.5,1.5,1.6,3.7,0.3,-4.1,8.8,5.9,19.8,7.0,-11.0,-12.7,-1.3,8.4,3.3,-3.4,-35.2,-90.2,-114.4,-142.8,-154.2,-115.9,-92.7,-82.3,2.6,-44.3,-80.2,-116.9,-106.3,-115.2,-130.6,-205.6,-283.3,-401.4,-379.5,-459.6,-536.4,-642.4,-750.5,-827.0,-747.2,-705.0,-389.4,-447.2,-469.8,-423.5,-358.2,-382.0,-431.4,-408.4,-394.0,-445.8,-455.3,-575.8,-851.5,-991.1,-845.0
36,"    Private",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.0,24.9,25.6,23.3,30.4,27.7,29.7,43.7,34.8,24.2,54.5,65.2,50.4,52.1,62.2,148.5,110.7,77.5,69.2,76.2,135.3,131.3,215.8,226.9,155.2,156.4,152.2,109.7,130.4,159.9,244.1,390.0,430.5,361.7,251.4,251.9,170.5,49.3,-120.4,-233.6,-433.6,-178.1,125.4,206.1,71.8,-157.9,-352.6,-155.3,398.2,1524.0,1434.7,1258.9,1086.9,639.1,539.8,418.1,610.2,474.3,818.2,991.1,2573.4,1860.4,30.2,1335.5
37,"        Domestic business",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,-2.7,-1.1,-1.4,-2.3,-1.8,-7.0,-9.7,-7.1,-12.9,-24.7,-18.1,-11.7,-15.7,-35.1,-44.6,22.7,10.8,-1.3,-20.1,-28.6,-27.8,-75.8,-29.8,45.2,-67.4,-21.0,-7.7,-9.8,-40.0,-35.9,9.4,99.0,110.0,126.5,75.4,39.7,-0.6,-104.0,-280.4,-259.5,-451.6,-237.0,6.3,132.8,83.6,98.5,-163.0,-108.5,112.4,930.6,792.8,541.4,209.2,206.6,14.6,-118.8,153.3,-86.5,140.4,122.0,240.6,153.0,-180.7,644.5
38,"        Households and institutions",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,18.7,26.1,27.0,25.6,32.2,34.7,39.4,50.8,47.7,48.9,72.6,76.9,66.1,87.2,106.8,125.8,99.9,78.8,89.3,104.8,163.1,207.2,245.6,181.7,222.6,177.4,159.9,119.5,170.4,195.7,234.7,291.0,320.5,235.2,176.0,212.3,171.0,153.3,160.0,25.9,18.0,58.9,119.1,73.3,-11.8,-256.5,-189.7,-46.8,285.7,593.4,641.8,717.5,877.7,432.5,525.1,536.8,456.9,560.9,677.7,869.1,2332.8,1707.4,210.9,691.0
39,"    Government",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,-12.8,-20.7,-21.7,-18.3,-22.9,-21.5,-25.9,-40.2,-33.3,-22.6,-50.8,-64.9,-54.5,-43.3,-56.3,-128.7,-103.6,-88.5,-81.9,-77.5,-126.9,-128.1,-219.2,-262.1,-245.4,-270.9,-295.0,-264.0,-246.3,-252.6,-326.3,-387.4,-474.8,-442.0,-368.2,-358.2,-285.7,-179.9,-85.2,-49.7,32.2,-201.4,-585.0,-742.5,-714.2,-592.6,-474.4,-591.9,-1103.2,-1913.4,-1881.9,-1728.7,-1510.4,-997.3,-921.7,-849.5,-1018.6,-868.3,-1264.0,-1446.4,-3149.2,-2711.9,-1021.3,-2180.4
40,"        Federal",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,-7.9,-14.7,-16.3,-12.3,-16.9,-13.9,-18.0,-30.0,-22.7,-12.5,-39.0,-50.6,-48.1,-35.3,-39.1,-103.4,-86.6,-80.0,-73.2,-60.7,-104.8,-104.3,-185.4,-233.3,-229.4,-246.8,-264.3,-219.5,-201.0,-194.3,-243.8,-280.8,-359.2,-328.7,-261.7,-241.3,-181.7,-81.2,11.4,63.6,152.9,1.5,-310.9,-467.2,-467.5,-396.0,-290.9,-353.0,-774.2,-1475.3,-1504.0,-1395.6,-1187.3,-700.6,-651.8,-585.1,-720.3,-577.4,-987.2,-1154.7,-3020.4,-2904.0,-1193.6,-1949.4
41,"        State and local",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,-4.9,-6.0,-5.4,-6.0,-6.0,-7.6,-7.9,-10.2,-10.6,-10.2,-11.8,-14.4,-6.3,-8.0,-17.2,-25.3,-17.0,-8.5,-8.6,-16.8,-22.1,-23.8,-33.8,-28.8,-16.0,-24.1,-30.7,-44.4,-45.3,-58.3,-82.5,-106.6,-115.7,-113.2,-106.6,-116.9,-104.0,-98.7,-96.6,-113.3,-120.7,-202.9,-274.1,-275.3,-246.6,-196.6,-183.5,-239.0,-329.0,-438.1,-377.9,-333.1,-323.1,-296.7,-269.9,-264.4,-298.3,-290.9,-276.8,-291.7,-128.8,192.2,172.3,-231.0
42,"        Statistical discrepancy",0.7,-0.4,0.7,0.3,0.5,0.4,-0.2,1.2,0.0,0.7,1.3,1.1,0.3,-0.9,-1.8,2.5,3.8,1.2,2.9,-0.3,1.7,1.3,3.4,2.6,3.8,2.9,2.1,-2.0,-0.4,0.6,0.2,-1.3,-0.9,0.0,-1.5,-0.1,0.7,5.1,3.4,3.1,1.6,5.3,9.5,7.2,6.1,7.5,13.3,20.7,19.4,23.3,45.0,44.3,37.7,8.6,56.9,41.4,54.1,79.8,43.6,2.8,67.8,95.4,92.7,115.5,155.4,139.2,92.2,57.0,10.3,-56.4,-29.3,-95.8,-116.7,-81.7,-24.2,-28.1,-57.0,-209.8,12.3,191.2,191.7,69.4,-24.3,-153.6,-29.8,-140.9,-93.0,52.9,67.9,63.4,42.4,58.2,-5.5,-52.3,509.7
,Addenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"    Gross private saving",17.0,13.8,9.8,4.3,4.0,7.4,10.6,12.6,14.2,11.4,13.9,17.3,26.9,48.2,56.6,61.8,52.9,37.4,35.3,49.9,47.8,53.6,63.7,69.1,71.7,73.7,80.8,89.8,95.1,97.1,103.3,104.6,113.3,123.4,129.2,143.9,158.3,170.6,185.8,192.1,199.7,223.0,257.0,277.1,320.8,339.1,397.1,420.9,463.6,530.1,579.0,631.5,737.2,799.6,818.6,943.6,939.1,930.9,965.1,1071.5,1100.0,1153.0,1251.2,1336.3,1324.8,1382.6,1498.5,1567.4,1664.7,1703.5,1712.0,1728.2,1889.0,2155.6,2260.1,2376.4,2402.8,2577.9,2501.6,2631.8,3140.4,3470.9,3567.2,3836.3,3513.7,3759.4,3836.7,3850.6,4114.9,4481.8,4828.8,6265.3,6038.3,4979.4,5546.0
44,"        Domestic business",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,58.6,60.4,67.9,72.8,78.8,88.9,97.2,100.3,105.5,108.4,109.0,126.9,145.2,161.7,165.8,202.2,232.2,268.1,308.4,337.8,344.4,405.2,435.5,477.9,536.4,570.0,548.8,602.7,645.6,647.6,668.5,721.1,751.1,788.2,871.9,956.5,1026.8,1113.0,1086.8,1188.0,1184.4,1279.0,1441.0,1533.7,1641.0,1837.5,1912.7,1832.3,1773.3,2118.0,2402.8,2388.7,2447.8,2458.9,2576.4,2554.6,2586.9,2724.7,2898.6,3023.1,2939.3,3195.8,3535.6,3790.5
45,"        Households and institutions",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,46.0,52.9,55.5,56.4,65.2,69.4,73.4,85.4,86.6,91.3,114.1,130.1,131.9,159.1,173.3,194.9,188.7,195.6,221.7,241.2,287.1,332.0,364.1,340.7,407.2,369.1,382.1,362.4,425.9,452.4,484.5,530.1,585.2,536.6,510.7,541.9,540.6,551.6,616.7,524.0,543.8,609.9,714.6,726.5,735.3,565.3,665.2,669.3,858.4,1022.4,1068.1,1178.5,1388.5,1054.8,1182.9,1282.1,1263.8,1390.3,1583.1,1805.6,3326.1,2842.5,1443.8,1755.5
46,"    Gross government saving",3.1,2.1,-0.7,-0.3,0.0,-0.4,-0.2,-0.3,3.0,1.4,0.7,2.2,4.3,-6.6,-9.5,-19.0,-20.3,4.2,13.9,11.6,1.7,11.3,16.1,10.8,10.3,7.1,15.5,19.7,16.7,6.7,16.8,22.4,18.3,20.0,25.0,22.1,24.6,25.9,14.7,22.5,33.4,5.2,-10.9,0.6,14.5,10.1,-48.9,-21.6,-4.2,17.9,34.6,-1.2,7.1,-73.5,-101.8,-61.8,-57.9,-66.2,-16.0,5.3,9.9,-39.4,-97.6,-188.2,-160.9,-86.8,-71.3,12.6,117.2,228.2,296.2,397.9,183.1,-155.3,-272.3,-218.6,-49.0,64.4,10.3,-420.0,-1142.7,-1170.2,-1034.0,-863.9,-394.9,-313.2,-248.9,-376.9,-411.8,-530.9,-652.2,-2328.5,-1837.6,-279.5,-1050.6
47,"        Federal",1.0,0.2,-2.1,-1.4,-0.9,-2.3,-2.0,-3.3,0.2,-1.3,-2.1,-0.5,1.5,-9.2,-12.1,-21.6,-22.8,1.8,12.0,9.3,-1.0,8.8,11.9,6.1,5.1,2.1,10.2,13.1,10.1,1.4,10.4,15.3,11.3,11.8,16.2,12.3,14.5,14.1,2.9,10.4,20.7,-7.2,-21.8,-18.8,-6.0,-6.0,-59.2,-39.2,-28.2,-12.4,7.2,-28.4,-20.6,-92.0,-126.1,-105.9,-102.3,-112.4,-55.6,-41.0,-32.5,-69.8,-108.3,-191.2,-166.5,-105.3,-88.6,-25.7,62.3,156.8,227.3,322.8,179.5,-101.0,-225.1,-213.0,-103.2,-20.7,-46.9,-399.1,-1009.5,-1074.6,-979.2,-811.0,-367.9,-322.7,-285.0,-393.6,-456.6,-616.2,-745.2,-2585.0,-2413.9,-711.4,-1293.7
48,"        State and local",2.1,1.9,1.5,1.1,0.9,1.9,1.8,3.0,2.8,2.7,2.8,2.7,2.8,2.6,2.6,2.6,2.5,2.4,1.9,2.2,2.7,2.5,4.2,4.7,5.2,5.0,5.3,6.6,6.6,5.3,6.4,7.0,7.0,8.2,8.8,9.8,10.1,11.8,11.8,12.1,12.8,12.4,10.9,19.4,20.4,16.0,10.3,17.6,24.0,30.3,27.3,27.1,27.6,18.4,24.3,44.1,44.4,46.2,39.6,46.4,42.4,30.4,10.7,3.0,5.6,18.5,17.3,38.3,54.8,71.4,68.9,75.1,3.6,-54.3,-47.1,-5.6,54.2,85.1,57.2,-20.9,-133.2,-95.5,-54.8,-52.8,-27.1,9.5,36.1,16.7,44.9,85.3,93.0,256.5,576.3,431.9,243.1
49,"    Net domestic investment",9.7,4.5,0.1,-4.3,-3.7,-1.5,1.7,4.8,7.1,2.2,4.7,8.4,18.1,25.8,29.3,26.0,14.6,12.1,13.7,27.5,18.1,34.6,44.6,41.3,43.6,37.5,49.2,50.7,47.8,41.1,56.1,54.6,55.9,65.5,69.7,76.2,89.5,102.4,96.8,102.8,108.2,93.0,106.4,127.8,153.9,143.8,103.1,152.6,199.9,256.7,285.9,237.6,291.3,201.0,246.1,414.9,409.4,401.9,416.4,410.9,431.9,395.3,306.0,348.9,395.2,495.0,502.8,576.7,682.9,770.9,856.6,916.0,747.2,716.1,772.2,945.6,1077.0,1127.7,1012.3,748.2,201.3,419.6,494.8,667.2,758.6,860.6,995.0,919.9,1000.1,1142.8,1187.5,939.3,1169.7,1333.5,1250.6
50,"        Private",7.8,2.2,-2.0,-5.6,-4.8,-3.0,0.0,1.9,4.6,-0.6,1.6,5.6,9.4,0.5,-4.1,-2.9,-0.1,18.9,19.4,29.5,16.5,32.2,35.0,27.7,29.1,25.1,38.8,38.9,34.2,26.0,38.9,38.3,36.8,45.2,49.1,54.9,68.1,77.0,69.4,76.3,84.1,71.8,89.2,110.6,135.4,121.4,78.5,126.7,175.5,226.3,248.9,195.1,249.3,160.6,198.7,356.6,333.2,317.6,325.9,329.1,350.1,305.1,222.9,270.1,328.6,434.0,436.8,502.9,607.8,684.5,754.9,806.9,623.1,568.6,615.1,784.1,912.1,949.1,820.6,545.7,1.2,232.2,335.3,539.8,661.7,772.6,890.6,802.7,868.6,987.5,1010.6,740.6,1001.9,1179.1,1021.8
51,"            Domestic business",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,20.7,20.2,27.3,29.6,34.1,46.6,57.4,50.1,54.1,60.9,50.8,58.7,70.8,92.1,86.7,45.2,78.1,106.4,146.3,172.9,140.4,200.4,123.3,122.1,259.0,234.1,195.9,192.1,190.1,217.4,190.5,123.2,141.6,183.5,263.7,284.1,322.5,411.5,446.4,494.6,536.9,341.4,256.8,253.6,348.0,415.6,490.1,506.4,376.6,-68.9,172.3,269.4,427.1,489.4,585.6,647.9,516.8,560.4,664.2,689.8,383.4,531.5,754.3,692.8
52,"            Households and institutions",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,17.6,16.6,17.9,19.5,20.8,21.4,19.6,19.2,22.2,23.2,21.0,30.4,39.9,43.4,34.7,33.3,48.6,69.1,79.9,76.0,54.7,48.9,37.4,76.7,97.5,99.1,121.6,133.7,139.0,132.7,114.5,99.7,128.6,145.1,170.3,152.7,180.4,196.3,238.1,260.3,270.0,281.8,311.8,361.5,436.2,496.5,459.0,314.2,169.0,70.1,60.0,65.9,112.8,172.4,187.1,242.8,286.0,308.2,323.3,320.8,357.2,470.4,424.8,329.1
53,"        Government",1.9,2.3,2.1,1.4,1.1,1.5,1.7,2.9,2.5,2.8,3.1,2.8,8.7,25.3,33.4,28.8,14.7,-6.7,-5.7,-2.0,1.6,2.4,9.6,13.6,14.5,12.4,10.5,11.8,13.6,15.1,17.2,16.3,19.1,20.3,20.6,21.3,21.4,25.4,27.4,26.5,24.1,21.2,17.2,17.2,18.4,22.4,24.7,25.9,24.5,30.5,36.9,42.5,42.0,40.4,47.3,58.3,76.1,84.4,90.6,81.8,81.8,90.2,83.2,78.8,66.6,61.1,66.0,73.8,75.0,86.4,101.8,109.1,124.1,147.5,157.1,161.5,164.9,178.6,191.7,202.6,200.1,187.4,159.5,127.4,96.8,88.0,104.4,117.1,131.5,155.3,176.9,198.6,167.8,154.4,228.8
54,"            Federal",0.0,0.1,0.2,0.2,0.4,0.6,0.9,0.9,0.9,0.9,0.7,1.1,7.6,25.2,34.0,29.6,15.3,-6.8,-6.7,-4.0,-1.6,-1.3,5.2,9.0,9.4,6.0,3.5,4.1,4.9,5.5,7.5,6.7,8.6,9.3,8.3,7.9,6.7,9.0,9.5,7.0,4.9,2.8,-1.3,-0.9,-0.7,0.3,1.1,3.1,3.9,5.1,7.2,9.9,12.9,14.6,21.2,25.0,35.6,38.3,42.3,29.1,24.3,24.7,16.7,13.1,3.7,-5.0,-5.8,-3.9,-10.6,-7.7,-3.3,-5.7,-0.6,15.3,22.9,27.9,31.5,34.4,37.2,45.8,49.0,53.5,40.7,25.7,4.9,-4.5,-1.4,1.3,7.4,21.7,33.3,55.4,51.9,55.7,72.1
55,"            State and local",1.9,2.2,1.9,1.1,0.6,0.9,0.8,2.0,1.6,2.0,2.4,1.7,1.0,0.1,-0.6,-0.7,-0.6,0.1,1.0,1.9,3.2,3.7,4.4,4.6,5.1,6.3,7.0,7.8,8.7,9.6,9.8,9.6,10.5,11.0,12.3,13.4,14.7,16.4,18.0,19.5,19.2,18.4,18.5,18.0,19.1,22.1,23.6,22.8,20.5,25.4,29.8,32.6,29.1,25.8,26.1,33.3,40.6,46.1,48.2,52.7,57.4,65.5,66.5,65.6,62.9,66.0,71.9,77.6,85.6,94.2,105.0,114.9,124.7,132.2,134.2,133.6,133.4,144.2,154.5,156.7,151.2,133.8,118.7,101.8,91.9,92.5,105.8,115.8,124.2,133.6,143.6,143.3,115.9,98.7,156.7
56,"    Gross saving as a percentage of gross national income",19.2,17.0,11.8,6.7,6.9,10.5,13.9,14.7,18.3,14.6,15.7,19.1,24.1,24.9,22.9,19.3,14.5,18.3,19.9,22.3,18.2,21.6,23.1,21.8,21.2,20.7,22.6,24.1,23.4,21.5,22.9,23.2,23.2,23.6,24.0,24.1,24.5,24.2,23.3,22.7,22.8,21.2,21.2,21.7,23.4,22.5,20.7,21.4,22.1,23.3,23.5,22.1,23.2,21.5,19.8,21.9,20.4,19.1,19.7,20.5,19.8,18.9,18.9,17.8,17.3,18.1,18.8,19.6,20.7,21.1,20.7,20.5,19.3,18.1,17.2,17.5,17.9,18.8,17.3,15.0,13.8,15.2,16.0,17.9,18.2,19.2,19.3,18.3,18.7,18.9,19.2,18.3,17.7,18.1,16.6
57,"    Net saving as a percentage of gross national income",9.3,6.0,-0.5,-7.3,-7.2,-2.1,2.6,4.2,7.9,3.1,4.8,8.7,14.7,16.0,14.1,9.7,4.2,7.0,8.1,10.9,6.3,10.5,12.2,10.7,9.9,8.9,11.1,12.2,11.1,8.5,10.4,10.8,10.8,11.4,11.8,12.1,12.7,12.4,11.2,10.7,10.6,8.5,8.4,9.1,10.9,9.2,6.5,7.4,8.1,9.4,9.2,7.1,8.0,5.6,4.3,7.0,5.6,4.0,4.5,5.6,4.9,3.8,3.6,2.9,2.4,3.3,4.0,5.0,6.3,6.8,6.3,5.9,4.4,3.1,2.3,2.7,2.9,3.7,1.8,-1.0,-2.6,-0.6,0.4,2.4,2.6,3.5,3.6,2.5,2.8,3.1,3.2,1.4,1.4,1.5,-0.3
58,"    Disaster losses2",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.1,1.6,0.6,0.2,0.0,0.2,0.3,0.0,1.1,0.5,0.0,0.9,1.1,0.0,1.7,0.0,0.0,0.0,9.0,0.0,1.5,17.9,4.1,20.4,2.4,0.0,0.0,0.0,3.5,0.0,19.2,0.0,0.0,29.4,115.1,0.0,0.0,19.1,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.0,104.1,51.2,0.0,0.0,62.0,60.0,0.0
59,"        Private",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.1,1.6,0.6,0.2,0.0,0.2,0.3,0.0,1.1,0.5,0.0,0.9,1.1,0.0,1.7,0.0,0.0,0.0,7.9,0.0,1.5,17.9,4.1,18.4,2.4,0.0,0.0,0.0,3.5,0.0,17.5,0.0,0.0,29.4,99.2,0.0,0.0,19.1,0.0,0.0,0.0,38.3,0.0,0.0,0.0,0.0,102.0,51.0,0.0,0.0,58.0,57.0,0.0
60,"            Domestic business",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.1,1.0,0.5,0.1,0.0,0.1,0.3,0.0,0.8,0.4,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,4.7,0.0,0.3,8.2,2.5,13.6,1.2,0.0,0.0,0.0,2.2,0.0,15.5,0.0,0.0,17.4,48.8,0.0,0.0,10.8,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,46.8,21.3,0.0,0.0,38.3,27.8,0.0
61,"            Households and institutions",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.1,0.6,0.2,0.1,0.0,0.1,0.1,0.0,0.3,0.1,0.0,0.3,0.5,0.0,1.2,0.0,0.0,0.0,3.3,0.0,1.2,9.8,1.6,4.8,1.2,0.0,0.0,0.0,1.3,0.0,2.0,0.0,0.0,12.0,50.4,0.0,0.0,8.3,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,55.2,29.7,0.0,0.0,19.7,29.2,0.0
62,"        Government",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,2.1,0.2,0.0,0.0,4.0,3.0,0.0
63,"            Federal",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"            State and local",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,2.1,0.2,0.0,0.0,4.0,3.0,0.0

Legend/Footnotes
"1. Consists of capital transfers and the acquisition and disposal of nonproduced nonfinancial assets. Prior to 1982, reflects only capital grants paid to the U.S. territories and the Commonwealths of Puerto Rico and Northern Mariana Islands."
2. Consists of damages to fixed assets.
